pose.position.x,pose.position.y,pose.position.z
0.0005894233457206901,-0.0015371402227060513,-0.6117991527757873
0.001188195033334269,-0.0018219670843143386,-0.6122264619157005
0.00109129729030684,-0.0015296335332645758,-0.6129529121874099
0.00109129729030684,-0.0015296335332645758,-0.6129529121874099
0.001079768171341615,-0.0013054502406276412,-0.6130207298924153
0.001079768171341615,-0.0013054502406276412,-0.6130207298924153
0.001079768171341615,-0.0013054502406276412,-0.6130207298924153
0.0012201289909810804,-0.001080631119405699,-0.6130952369472054
0.0012201289909810804,-0.001080631119405699,-0.6130952369472054
0.0013026160658006645,-0.0016525407125895337,-0.6127306476718243
0.0013026160658006645,-0.0016525407125895337,-0.6127306476718243
0.001226573481009745,-0.0017710196818963503,-0.6126769077592586
0.001226573481009745,-0.0017710196818963503,-0.6126769077592586
0.001226573481009745,-0.0017710196818963503,-0.6126769077592586
0.0013811187684358343,-0.0019298328526337403,-0.6127229209691323
0.001455780064162329,-0.0020932287413685958,-0.612753457475339
0.0013106953830722278,-0.002071863635569746,-0.6128121513659766
0.0013106953830722278,-0.002071863635569746,-0.6128121513659766
0.0011988921912199487,-0.0017481828949900537,-0.6124940800671107
0.0011988921912199487,-0.0017481828949900537,-0.6124940800671107
0.0012165766109142754,-0.0018484691300910128,-0.6123764276160774
0.0012165766109142754,-0.0018484691300910128,-0.6123764276160774
0.001248023548363381,-0.0017769728732958032,-0.6123541297934381
0.0013181271500129748,-0.0018433329774860758,-0.6123236956690264
0.001351950748223071,-0.0019155377121696327,-0.6123024225808193
0.001351950748223071,-0.0019155377121696327,-0.6123024225808193
0.001351950748223071,-0.0019155377121696327,-0.6123024225808193
0.001351950748223071,-0.0019155377121696327,-0.6123024225808193
0.0012603661600801342,-0.001943044016352763,-0.6129101077013956
0.0013923245344311934,-0.0018259584913059876,-0.6129864029146103
0.001287836253943994,-0.0017336004079625258,-0.6131183800279663
0.001287836253943994,-0.0017336004079625258,-0.6131183800279663
0.001287836253943994,-0.0017336004079625258,-0.6131183800279663
0.001375322660218854,-0.0016266047707575813,-0.6131246193275932
0.0014885308405280843,-0.001957304802400087,-0.6126864512009398
0.0014885308405280843,-0.001957304802400087,-0.6126864512009398
0.0014885308405280843,-0.001957304802400087,-0.6126864512009398
0.0014885308405280843,-0.001957304802400087,-0.6126864512009398
0.0014885308405280843,-0.001957304802400087,-0.6126864512009398
0.0015611232465241244,-0.0020509696886694836,-0.6126099038724634
0.0016220156221811739,-0.0020782496780857957,-0.6124171050398258
0.0016220156221811739,-0.0020782496780857957,-0.6124171050398258
