Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
1678956295.6363912,1,1678956295,441857000,,-0.0005580921424552798,-0.00022247529705055058,-0.0005994352977722883,-0.3888402283191681,-0.0004409379616845399,-0.0009789561154320836,0.9213046431541443,-0.007495367433875799,0.05218371003866196,-0.03491850942373276,0.01820163056254387,0.04188857972621918,0.06408913433551788
1678956295.6366022,2,1678956295,549505000,,-0.0006814473308622837,-0.0005211099633015692,-0.00017194678366649896,-0.38881564140319824,-0.0007941452204249799,-0.0008176591363735497,0.9213148951530457,-0.00896963570266962,-0.0055815912783145905,-0.0052210669964551926,0.02311510592699051,-0.01568695530295372,0.04780959710478783
1678956295.659047,3,1678956295,650950000,,-0.0004560031520668417,-0.00010954905155813321,0.0005548882181756198,-0.3886626958847046,-0.0009285455453209579,-0.0008666909416206181,0.9213793277740479,-0.0010323248570784926,0.00021658511832356453,0.004124379716813564,-0.05290062725543976,0.009464522823691368,0.007934465073049068
1678956295.66374,4,1678956295,650950000,,-0.0004560031520668417,-0.00010954905155813321,0.0005548882181756198,-0.3886626958847046,-0.0009285455453209579,-0.0008666909416206181,0.9213793277740479,-0.0010323248570784926,0.00021658511832356453,0.004124379716813564,-0.05290062725543976,0.009464522823691368,0.007934465073049068
1678956295.6688643,5,1678956295,666469000,,-0.00045294329174794257,7.491113501600921e-05,0.0006226063705980778,-0.3886996805667877,-0.0009096027351915836,-0.0008394593605771661,0.9213637113571167,0.0008001287351362407,0.01862616278231144,0.006653803400695324,0.08757495880126953,-0.008670699782669544,0.005264569539576769
1678956295.6707778,6,1678956295,666469000,,-0.00045294329174794257,7.491113501600921e-05,0.0006226063705980778,-0.3886996805667877,-0.0009096027351915836,-0.0008394593605771661,0.9213637113571167,0.0008001287351362407,0.01862616278231144,0.006653803400695324,0.08757495880126953,-0.008670699782669544,0.005264569539576769
1678956295.674361,7,1678956295,666469000,,-0.00045294329174794257,7.491113501600921e-05,0.0006226063705980778,-0.3886996805667877,-0.0009096027351915836,-0.0008394593605771661,0.9213637113571167,0.0008001287351362407,0.01862616278231144,0.006653803400695324,0.08757495880126953,-0.008670699782669544,0.005264569539576769
1678956295.6768663,8,1678956295,674781000,,-0.0004395806754473597,0.00031982772634364665,0.0006973356939852238,-0.38850918412208557,-0.0010314539540559053,-0.0008060057298280299,0.9214439392089844,0.0018771206960082054,0.03006834164261818,0.008427277207374573,-0.05182436481118202,0.01909397728741169,0.015989812090992928
1678956295.6805816,9,1678956295,674781000,,-0.0004395806754473597,0.00031982772634364665,0.0006973356939852238,-0.38850918412208557,-0.0010314539540559053,-0.0008060057298280299,0.9214439392089844,0.0018771206960082054,0.03006834164261818,0.008427277207374573,-0.05182436481118202,0.01909397728741169,0.015989812090992928
1678956295.685523,10,1678956295,681002000,,-0.0004952151793986559,-0.0002943760482594371,0.00033268597326241434,-0.38852658867836,-0.0010382543550804257,-0.0007656494854018092,0.921436607837677,-0.0039989338256418705,-0.02439337968826294,-0.009326735511422157,0.09872061014175415,0.044102080166339874,-0.014902973547577858
1678956295.6920054,11,1678956295,681002000,,-0.0004952151793986559,-0.0002943760482594371,0.00033268597326241434,-0.38852658867836,-0.0010382543550804257,-0.0007656494854018092,0.921436607837677,-0.0039989338256418705,-0.02439337968826294,-0.009326735511422157,0.09872061014175415,0.044102080166339874,-0.014902973547577858
1678956295.6939142,12,1678956295,692914000,,-0.0005178682040423155,-0.00045093282824382186,0.0002787406265269965,-0.38822314143180847,-0.0009516718564555049,-0.000768624187912792,0.9215645790100098,-0.005008708219975233,-0.033534321933984756,-0.011959068477153778,0.05393225699663162,0.018385466188192368,0.007710888050496578
1678956295.6965287,13,1678956295,692914000,,-0.0005178682040423155,-0.00045093282824382186,0.0002787406265269965,-0.38822314143180847,-0.0009516718564555049,-0.000768624187912792,0.9215645790100098,-0.005008708219975233,-0.033534321933984756,-0.011959068477153778,0.05393225699663162,0.018385466188192368,0.007710888050496578
1678956295.6986525,14,1678956295,692914000,,-0.0005178682040423155,-0.00045093282824382186,0.0002787406265269965,-0.38822314143180847,-0.0009516718564555049,-0.000768624187912792,0.9215645790100098,-0.005008708219975233,-0.033534321933984756,-0.011959068477153778,0.05393225699663162,0.018385466188192368,0.007710888050496578
1678956295.7012143,15,1678956295,698993000,,-0.0005451838369481266,-0.0005193314282223582,0.0003251158632338047,-0.3887801468372345,-0.0010765421902760863,-0.0007956756162457168,0.9213295578956604,-0.003433254547417164,-0.011574004776775837,0.0030337427742779255,-0.04486547037959099,-0.06347853690385818,-0.010799197480082512
1678956295.7086005,16,1678956295,700858000,,-0.0005618436262011528,-0.0005654051201418042,0.00035601574927568436,-0.38860103487968445,-0.0011572454823181033,-0.0008657428552396595,0.9214049577713013,-0.003314825240522623,-0.007441644091159105,0.007805131375789642,0.1431294083595276,0.007064560428261757,-0.02174670435488224
1678956295.7109644,17,1678956295,707284000,,-0.0005779590574093163,-0.0005905058933421969,0.0004143813857808709,-0.38849708437919617,-0.0010211337357759476,-0.0008820474031381309,0.9214490056037903,-0.0031975782476365566,-0.0031819588039070368,0.012833230197429657,-0.1466737538576126,0.06391973793506622,-0.02508266270160675
1678956295.7147624,18,1678956295,707284000,,-0.0005779590574093163,-0.0005905058933421969,0.0004143813857808709,-0.38849708437919617,-0.0010211337357759476,-0.0008820474031381309,0.9214490056037903,-0.0031975782476365566,-0.0031819588039070368,0.012833230197429657,-0.1466737538576126,0.06391973793506622,-0.02508266270160675
1678956295.718689,19,1678956295,715025000,,-0.0004487274563871324,-0.0002561604487709701,9.635707829147577e-05,-0.38848716020584106,-0.0010376188438385725,-0.000884553708601743,0.9214531183242798,0.0001054537933669053,-0.006730802822858095,-0.021311692893505096,0.11216092854738235,-0.036967676132917404,-0.013485651463270187
1678956295.7206101,20,1678956295,715025000,,-0.0004487274563871324,-0.0002561604487709701,9.635707829147577e-05,-0.38848716020584106,-0.0010376188438385725,-0.000884553708601743,0.9214531183242798,0.0001054537933669053,-0.006730802822858095,-0.021311692893505096,0.11216092854738235,-0.036967676132917404,-0.013485651463270187
1678956295.72672,21,1678956295,723169000,,-0.0004481290525291115,-0.0002955378731712699,-2.1121279132785276e-05,-0.3884238004684448,-0.0010706294560804963,-0.0009246519184671342,0.9214797616004944,0.00016824495105538517,-0.008610570803284645,-0.025506582111120224,-0.03124086931347847,-0.016064897179603577,0.021472373977303505
1678956295.7374349,22,1678956295,723169000,,-0.0004481290525291115,-0.0002955378731712699,-2.1121279132785276e-05,-0.3884238004684448,-0.0010706294560804963,-0.0009246519184671342,0.9214797616004944,0.00016824495105538517,-0.008610570803284645,-0.025506582111120224,-0.03124086931347847,-0.016064897179603577,0.021472373977303505
1678956295.74044,23,1678956295,735286000,,-0.00048327792319469154,-0.0003685384872369468,-4.3773106881417334e-05,-0.38866057991981506,-0.0010222293203696609,-0.0008168506319634616,0.9213801026344299,-0.002561548026278615,-0.0066839465871453285,-0.004044075962156057,0.0850938931107521,-0.016517629846930504,-0.006594039965420961
1678956295.746898,24,1678956295,741616000,,-0.00048595451517030597,-0.00034634931944310665,-7.390926475636661e-05,-0.3885577917098999,-0.0011009557638317347,-0.0008621902670711279,0.9214233756065369,-0.0014457771321758628,0.0007930642459541559,-0.004685725085437298,-0.021897468715906143,-0.039492417126894,-0.00493041705340147
1678956295.7523434,25,1678956295,748315000,,-0.0004928476409986615,-0.0003358674293849617,-9.493745892541483e-05,-0.38866889476776123,-0.001147557981312275,-0.0009157140739262104,0.9213763475418091,-0.001306051854044199,0.0036510187201201916,-0.0034865683410316706,-0.025023076683282852,-0.008500834926962852,-0.024291958659887314
1678956295.7541654,26,1678956295,748315000,,-0.0004928476409986615,-0.0003358674293849617,-9.493745892541483e-05,-0.38866889476776123,-0.001147557981312275,-0.0009157140739262104,0.9213763475418091,-0.001306051854044199,0.0036510187201201916,-0.0034865683410316706,-0.025023076683282852,-0.008500834926962852,-0.024291958659887314
1678956295.7580862,27,1678956295,748315000,,-0.0004928476409986615,-0.0003358674293849617,-9.493745892541483e-05,-0.38866889476776123,-0.001147557981312275,-0.0009157140739262104,0.9213763475418091,-0.001306051854044199,0.0036510187201201916,-0.0034865683410316706,-0.025023076683282852,-0.008500834926962852,-0.024291958659887314
1678956295.7603946,28,1678956295,748315000,,-0.0004928476409986615,-0.0003358674293849617,-9.493745892541483e-05,-0.38866889476776123,-0.001147557981312275,-0.0009157140739262104,0.9213763475418091,-0.001306051854044199,0.0036510187201201916,-0.0034865683410316706,-0.025023076683282852,-0.008500834926962852,-0.024291958659887314
1678956295.7660751,29,1678956295,762642000,,-0.0004932617302983999,-0.000295060541247949,0.0005128055345267057,-0.3887600004673004,-0.0011001268867403269,-0.0009961894247680902,0.921337902545929,4.637963866116479e-05,0.00527561828494072,0.009242678992450237,0.04715941101312637,-0.006074202246963978,0.043813806027173996
1678956295.7707055,30,1678956295,765359000,,-0.0004919150378555059,-0.00022862745390739292,0.0005891480250284076,-0.3886377513408661,-0.0011842049425467849,-0.0009159318869933486,0.9213894605636597,0.00041983259143307805,0.00911061279475689,0.012063818983733654,-0.009536251425743103,-0.013628346845507622,0.019236883148550987
1678956295.7727978,31,1678956295,770340000,,-0.00048406372661702335,-0.00011729117250069976,0.0007210404728539288,-0.3886621594429016,-0.001117554260417819,-0.0009608427644707263,0.9213791489601135,0.0011486874427646399,0.01320196408778429,0.01484284270554781,0.083625927567482,0.0047996751964092255,0.015583008527755737
1678956295.7757132,32,1678956295,770340000,,-0.00048406372661702335,-0.00011729117250069976,0.0007210404728539288,-0.3886621594429016,-0.001117554260417819,-0.0009608427644707263,0.9213791489601135,0.0011486874427646399,0.01320196408778429,0.01484284270554781,0.083625927567482,0.0047996751964092255,0.015583008527755737
1678956295.7785027,33,1678956295,770340000,,-0.00048406372661702335,-0.00011729117250069976,0.0007210404728539288,-0.3886621594429016,-0.001117554260417819,-0.0009608427644707263,0.9213791489601135,0.0011486874427646399,0.01320196408778429,0.01484284270554781,0.083625927567482,0.0047996751964092255,0.015583008527755737
1678956295.7806942,34,1678956295,777660000,,-0.0005049695027992129,-7.494619057979435e-05,0.0007272035581991076,-0.38856804370880127,-0.0011470344616100192,-0.0008911973563954234,0.9214189648628235,-0.0016691930359229445,0.014053815975785255,0.008749956265091896,-0.054767806082963943,0.0047029610723257065,0.018811743706464767
1678956295.7867024,35,1678956295,783123000,,-0.0005103024304844439,-0.0003687999851536006,0.00028929271502420306,-0.38896164298057556,-0.001240256824530661,-0.0008841636008583009,0.9212527275085449,-0.0032477108761668205,-0.0064386953599750996,-0.00993455108255148,-0.013227373361587524,-0.02395877055823803,-0.002306457608938217
1678956295.787945,36,1678956295,783123000,,-0.0005103024304844439,-0.0003687999851536006,0.00028929271502420306,-0.38896164298057556,-0.001240256824530661,-0.0008841636008583009,0.9212527275085449,-0.0032477108761668205,-0.0064386953599750996,-0.00993455108255148,-0.013227373361587524,-0.02395877055823803,-0.002306457608938217
1678956295.7911522,37,1678956295,783123000,,-0.0005103024304844439,-0.0003687999851536006,0.00028929271502420306,-0.38896164298057556,-0.001240256824530661,-0.0008841636008583009,0.9212527275085449,-0.0032477108761668205,-0.0064386953599750996,-0.00993455108255148,-0.013227373361587524,-0.02395877055823803,-0.002306457608938217
1678956295.79382,38,1678956295,783123000,,-0.0005103024304844439,-0.0003687999851536006,0.00028929271502420306,-0.38896164298057556,-0.001240256824530661,-0.0008841636008583009,0.9212527275085449,-0.0032477108761668205,-0.0064386953599750996,-0.00993455108255148,-0.013227373361587524,-0.02395877055823803,-0.002306457608938217
