pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
-0.6908753451231516,0.00929162646497975,-0.00540013812924549,-0.7228940522598706
-0.6908753451231516,0.00929162646497975,-0.00540013812924549,-0.7228940522598706
-0.6907009164739772,0.009545713547795716,-0.005338159144983069,-0.7230579070986978
-0.6904238297988734,0.009694955942157956,-0.005050167406780007,-0.7233225756952664
-0.6906031298190718,0.009851371283545903,-0.005140509257953096,-0.7231486424370723
-0.6906031298190718,0.009851371283545903,-0.005140509257953096,-0.7231486424370723
-0.6906031298190718,0.009851371283545903,-0.005140509257953096,-0.7231486424370723
-0.6906031298190718,0.009851371283545903,-0.005140509257953096,-0.7231486424370723
-0.6906031298190718,0.009851371283545903,-0.005140509257953096,-0.7231486424370723
-0.6906093660599708,0.009949417840886727,-0.005018487031755943,-0.7231421649674372
-0.6906482338392156,0.010067149823103253,-0.005022888569516505,-0.7231032948926499
-0.6906482338392156,0.010067149823103253,-0.005022888569516505,-0.7231032948926499
-0.6906482338392156,0.010067149823103253,-0.005022888569516505,-0.7231032948926499
-0.690533501425896,0.010570021099987996,-0.005074937875856533,-0.7232054178136877
-0.6909697729121846,0.010620317312727199,-0.004743911656039383,-0.7227901073015806
-0.6909697729121846,0.010620317312727199,-0.004743911656039383,-0.7227901073015806
-0.6909077220536994,0.010664589059442862,-0.004583542984263122,-0.7228498041844116
-0.6908784193210805,0.010801681539489396,-0.004715423341237125,-0.7228748861810859
-0.6908784193210805,0.010801681539489396,-0.004715423341237125,-0.7228748861810859
-0.6908784193210805,0.010801681539489396,-0.004715423341237125,-0.7228748861810859
-0.6908784193210805,0.010801681539489396,-0.004715423341237125,-0.7228748861810859
-0.6908055794465782,0.011291789731342546,-0.004798850747996602,-0.7229364532651879
-0.6907645441650532,0.011285229581596012,-0.004513966366265056,-0.7229775997659895
-0.6908850064350607,0.011413075728517094,-0.0046619356744399395,-0.722859589462171
-0.6909025012451449,0.011374690906110487,-0.0045929921415286505,-0.7228439145065763
-0.6909025012451449,0.011374690906110487,-0.0045929921415286505,-0.7228439145065763
-0.6909163775215963,0.011371120660214685,-0.004462111026394721,-0.7228315370199181
-0.6909163775215963,0.011371120660214685,-0.004462111026394721,-0.7228315370199181
-0.6912637976451972,0.011493658626178457,-0.00434677385404881,-0.7224980432783369
-0.6912637976451972,0.011493658626178457,-0.00434677385404881,-0.7224980432783369
-0.6912637976451972,0.011493658626178457,-0.00434677385404881,-0.7224980432783369
-0.6912637976451972,0.011493658626178457,-0.00434677385404881,-0.7224980432783369
-0.6913872878976817,0.011584312052256067,-0.004415614435950525,-0.7223779658992384
-0.6912235684342686,0.012153346490790484,-0.004276817657158711,-0.7225261013506662
-0.6913445162589169,0.012351549360447297,-0.004260736699169588,-0.7224071705668389
-0.6912290946760471,0.012487078376468692,-0.0039110430986102375,-0.7225172594376674
-0.6913330435570215,0.012717824442029237,-0.0038052304425221905,-0.7224142382436142
